page,row_index,y_center,token_count,row_text
1,133,5965.882812499999,64,"save | Khide | hide | Ambition | Jul 28, 2025 12.57 PM | 28, 2025 12.57 PM | Ambition is a sales coaching software | provider that offers | Ambition is | sales coaching software | comprehensive platfor _ | comprehensive platfor __ | ambition com | 51-200 | United States | (USA) | Tennessee | Chattanooga | Inbition-Ilc | hbition-Ilc | Load contacts | ntacts | Private Equity | 2013 | 21.2 | 15.5 | Oct 6, 2021 | Series | Nashville Capital Network | nfa | nja | Redpoint | Initi: | nja | nla | nla | nja | nfa | nja | nla | nfa | F1% | -1% | -4% | 4% | -4% | 4% | ~22% | -22% | ~40% | 40% | nfa | nja | 13% | -24% | 1603 Fagan St; Chattanooga, Tennessee 37408, US | 1603 Fagan St; Chattanooga, Tennessee 37408,US | nfa | nja | ~nfa | ~nla | nja | nja | nja"
1,134,6011.361538461539,65,"save | Chide | hide | Canibuild | Jul 28, 2025 12.57 PM | canibuild | innovative | innovative site planning solutions for__. | canibuild is | cme | software company that provides | planning solutions | fon ' | canibuild.com | canibuild com | 51-200 | 90 | Australia | New South Wales | Barangaroo | verumtek | Load contacts | ntacts | Venture Capital | 2020 | 9.4 | 5.8 | Mar | 2022 | Series | Evp | nja | nla | Evp | Regal Fur | nja | nla | nfa | nla | nfa | nja | nla | -1% | ~1% | ~4% | -4% | 4% | 7% | -7% | 50% | 246% | 542% | 16% | 16 % | 100 Barangaroo Ave; Level 35, International Tower One; | Barangaroo, New South Wales 2000,AU | nfa | nja | nfa | nja | nfa | nja | nja | ~nla | nja"
1,135,6055.8387096774195,62,"save | Khide | hide | Kojo | Jul 28, 2025 12.57 PM | Jul 28,2025 12.57 PM | Kojo is | Kojo | material management solutions for the__ | material management solutions for the: | software company that provides | usekojo.com | 51-200 | 159 | United States | (USA) | California | San Francisco | aglora-systems-inc | arlora-systems-inc | Load contacts | ntacts | Venture Capital | 2018 | 83.6 | Sep 13, 2022 | Series C | Series | 8vc | nla | nja | Bienville | Inde: | nja | nla | nla | nja | nla | nja | nla | 7% | 13% | 8 % | 31% | 62% | nla | nja | nla | nja | 20% | San Francisco, California 94103,US | San Francisco, California 94103, US | nla | nja | nla | nja | nla | nja | nla | nja | ~nla | nja"
1,136,6101.166666666667,66,"save | Chide | hide | Toucan | Jul 28, 2025 12.57 PM | Toucan | company that provides solutions for data__. | company that provides solutions | Toucan Toco is | Toco | data analytics software | for | data. | toucantoco com | 51-200 | 80 | United States | (USA) | Massachusetts | Boston | toucan-toco | Load contacts | ntacts | Venture Capital | 2015 | 13.2 | 13.2 | Nov | Nov 27, 2019 | 27, 2019 | Series | Balderton Capital | nla | nja | Balderton Capital | nja | nla | nla | nla | nja | nla | 1% | 43% | ~3% | 3% | -6% | 6% | 6 % | ~20% | -40% | ~37% | -13% | 551% | ~51% | 75 State St; Boston, Massachusetts 02109,US | 75 State St; Boston, Massachusetts 02109, US | nla | nja | nla | nja | nla | nja | nla | nja | ~nla | nla"
1,137,6146.298507462687,67,"save | Khide | hide | Cascade | Jul 28, 2025 12.57 PM | Cascade = | offers | ~offers | Cascade | comprehensive platform for strateg_ | comprehensive platform for strateg .. | strategy software company that | cascade.app | cascade app | 51-200 | 234 | United States | (USA) | New York | New York | ciiscade-strategy | caiscade-strategy | Load contacts | ntacts | Venture Capital | 2016 | Mar 20, 2022 | Series = | Series | Carthona Capital | nfa | nja | Five | Capital | nja | nfa | nla | nja | nla | nja | 20 | nla | 9% | 24% | -2% | ~3% | 3% | 25% | 46% | nla | nja | -11% | 30 Wall St; 11C; New | 30 Wall St; I1C; New York; NY 10005,US | York; | NY - | 10005, US | nla | nja | nla | nja | nla | nja | nla | nja | ~nla | nla"
1,138,6191.130952380952,42,"save | Khide | Explorate | Jul 28, 2025 12.57 PM | Explorate is | in freight forwarding and supply chain_. | logistics company specializing | explorate.co | 51-200 | Australia | Queensland | Fortitude Valley | exploratehq | Load contacts | ntacts | Venture Capital | 2017 | Jan 19, 2022 | Series | Evp | nja | Cardinia Ventures | nja | nla | nja | nla | ~1% | -5% | 5% | -11% | 9% | 5% | 175% | 400% | nja | Suite IA, 50 James St; Fortitude | Valley , Queensland 4006, AU | nja | nja | nja | nja | nla"
1,139,6235.79268292683,41,"save | Khide | Voze | Jul 28, 2025 12.57 PM | offers innovative solutions for field sales: | Voze is | sales technology company that | voze com | 51-200 | United States | (USA) | Utah | Draper | urievoze | Load contacts | ntacts | Venture Capital | 2022 | Oct 27, 2024 | Series = | Album | nja | pipeline.vc | nja | nla | nja | nla | 5% | 19% | 167% | 368 % | nja | nja | nja | nja | 344 W 13800 S; Suite #550; Draper; Utah 84020, US | nja | nja | nja | nja | nla"
1,140,6281.023255813953,43,"save | Chid | Replica | Jul 28, 2025 12.57 PM | Replica is | provides tools and datasets for transportatio__ | data analytics company that | replicahq com | 51-200 | United States | (USA) | Kansas | Leawood | replicacities | Load contacts | ntacts | Venture Capital | 2019 | Apr 20, 2021 | Series | Firebrand Ventures | nja | Sidewalk Labs (Pa | nja | nla | nja | nla | 41% | F1% | -1% | -8% | -8 % | -21% | -41% | -10% | 88 % | -17% | 3610 W 95th Street; Leawood, KS 66206, US | nla | nja | nja | nla | nla"
1,141,6326.144444444443,45,"save | Khide | MyTime | Jul 28, 2025 12.57 PM | scheduling, point of sale, and | MyTime | software company that provides | marketing_ | mytime com | 11-50 | 143 | United States | (USA) | California | Los Angeles | mytime | Load contacts | ntacts | Venture Capital | 2013 | 19.5 | Apr 19,2017 | Series € | Upfront Ventures | nja | 500 | Global | nja | nla | nja | nla | 1% | 7% | 10% | 31% | 134% | 155% | 217% | nja | 5670 Wilshire Blvd; PH4; Los Angeles, California 90036,US | nja | nja | nja | nja | nla"
1,142,6371.177777777778,45,"save | Chide | ChapsVision | Jul 28, 2025 12.57 PM | specializes in data analysis and customer_ | ChapsVision is | software company that | chapsvision.fr | 501- | -1,000 | 641 | France | ile-De-France | Suresnes | chiapsvision | Load contacts | ntacts | Private Equity | 2019 | 283.5 | 90.1 | Nov 17, 2024 | Series € | Bpifrance French Tech Acc | Corporate | Bpifrance French | Coheris | Sparl | nja | nla | 105% | 137% | 161% | 262% | 416 % | 1,426 % | 7,912% | -32% | Rue du Port aux Vins; Suresnes; Ile-de-France | 92150, FR | nla | nla | nla | nja | nla"
1,143,6416.273809523809,42,"save | Chide | UserVoice | Jul 28, 2025 12.57 PM | UserVoice is a software company that | specializes in product feedback manageme | uservoice com | 11-50 | United States | (USA) | North Carolina | Raleigh | uxiervoice | Load contacts | ntacts | Venture Capital | 2008 | 9.6 | 7.5 | Sep 14,2015 | Series | nia | nja | LocalGlobe | nja | nla | nja | nla | nla | 2% | 2% | -13% | ~27% | -32% | -32% | nja | 234 Fayetteville St; 3rd Floor; Raleigh, NC 27601,US | nla | nla | nla | nja | nja"
1,144,6461.139534883721,43,"save | Chide | #WAR | Jul 28, 2025 12.57 PM | provides pricing and supply chain solutions: | 123N4R is | plastic materials supplier that | ~zhaosuliao.com | 201-500 | China | Guangdong | Guangzhou | %e6%89%be%es_ | Load contacts | ntacts | Venture Capital | 2014 | Jul - | 27, | 2015 | Series | Horizons Ventures | nja | Zhen Shun Investr | nja | nla | nja | nla | -3% | 42% | 3% | nja | 15 % | 25% | 25% | nla | CMmTiKALXizm4395FiRKE23+05-122;CWm,rg | 510000, CN | nla | nla | nla | nla | nja"
1,145,6505.9625,40,"save | Khide | Alleaves | Jul 28, 2025 12.57 PM | cannabis technology solutions. They provid_ | Alleaves | software company specializing in | alleaves com | 51-200 | United States | (USA) | Florida | Fort Lauderdale | alleaves | Load contacts | ntacts | Venture Capital | 2018 | Jul 18, 2022 | Series | theelevenfund com | Corporate | ~theelevenfundcon | USA Cannabis Dire | 30M - 3OM | nla | 13% | 23% | 8 % | 23% | 188 % | 136 % | nja | ~87% | 6750 N Andrews Ave Suite 325; Fort Lauderdale; FL 33309, US | nla | nla | nla | nja | nja"
1,146,6551.577777777778,45,"save | Chide | CBX Soitware | Jul 28, 2025 12.57 PM | software provider that offers | TradeBeyond | supply chain management | ~suite of__ | cbxsoftware com | 201-500 | 161 | Hong Kong | SAR | nla | nia | xsoftware | Load contacts | ntacts | Venture Capital | 1995 | May | 2022 | Series | Baring Private Equity Asia | nja | Baring Private Equ | nja | nla | nja | nla | nla | nla | nja | nla | nja | nja | 1% | 3% | 8 % | nla | nja | nla | nla | nla | nja"
1,147,6596.136363636364,44,"save | Chide | Kilo | Jul 28, 2025 12.57 PM | wholesalers and retailers, | Kilo is an | commerce platform that connects | facilitating efficien _ | kilo.vn | 51-200 | Vietnam | Ho Chi Minh | Ho Chi Minh | City | ojobs | Load contacts | ntacts | Venture Capital | 2020 | nja | Apr 27, 2022 | Series | FJ Labs | nja | ~ratio ventures | nja | nla | nja | nla | F1% | 34% | -4% | ~4% | 1% | 162% | 384% | nja | nla | Ho Chi Minh City, VN | nla | ~nla | nja | nja | nja"
1,148,6641.444444444444,45,"save | Chide | EaswiaaXTRA] | Jul 28, 2025 12.57 PM | Shanghai Laoqin Information Technology Co | Ltd. is a labor management software provide | coho.com.cn | 51-200 | China | Shanghai | Shanghai | %e4%b8%8a%e6_ | Load contacts | ntacts | Venture Capital | 2014 | 15.2 | 14.5 | Dec 17, 2018 | Series | China Growth Capital | nja | China Growth Cap | nja | nla | nja | nla | nla | nla | nja | nla | nja | nja | nla | 12% | 22% | nla | +D(taamASitR1857327777355601, 603_ | LT, LN;m 201206, CN | 6041; | nla | nla | nla | nla | nja"
1,149,6686.271739130435,46,"save | Khide | Plecto Latinoamerica | Jul 28, 2025 12.57 PM | performance management solutions through | Plecto | software company that provides | plecto.com | 1-10 | Guatemala | Guatemala | Guatemala | City | plecto-latin-america | Load contacts | ntacts | Venture Capital | 2012 | 1.5 | 1.5 | Jun 27, 2019 | Series | Nordic Eye Venture | Grow | nja | Nordic Eye Ventur | nja | nla | nja | nla | nla | nla | nja | nla | nja | nja | nla | nja | nja | -44% | nja | nla | nla | nla | nla | nja"
1,150,6731.369047619048,42,"save | Khide | Optera | Jul 28, 2025 12.57 PM | company that provides solutions for. | Optera | carbon management software | opteraclimate com | 11-50 | United States | (USA) | Colorado | Boulder | ~point380 | Load contacts | ntacts | Venture Capital | 2006 | 25.7 | Sep 10, 2023 | Series | AngelList | nja | Stout Street Capit: | nja | nla | nja | nla | -29% | -25% | -22% | -17% | 29% | 200% | nja | 2% | 1215 Spruce St; 201; Boulder; Colorado 80302, US | nla | nla | nla | nla | nla"
1,151,6776.723404255319,47,"save | Khide | ArchiPro | Jul 28, 2025 12.57 PM | customers with | ArchiPro is | digital platform that connects | wide range | products an: | archipro.co.nz | 51-200 | 128 | New Zealand | Auckland | Auckland | archipro | Load contacts | ntacts | Private Equity | 2014 | 38.7 | 32.6 | Mar | 2022 | Series | Icehouse Ventures | nja | Liger Trading NZ | nja | nla | nja | nla | -3% | 10% | nla | nja | -23% | -26% | 62% | 106% | nla | Saint Georges Bay Road; Auckland, AUK, NZ | nla | nla | nla | nla | nla"
1,152,6821.785714285715,42,"save | Chide | Easyecom | Jul 28, 2025 12.57 PM | specializing in eCommerce solutions It offer_ | EasyEcom is a white-collar service company | easyecomio | 51-200 | 160 | India | Karnataka | Bengaluru | ealsyecom | Load contacts | ntacts | Venture Capital | 2015 | Jan | 2022 | Series | nja | nja | boldbydesign com | nja | nla | nja | nla | 5 % | 11% | 28% | 35% | 146% | 290% | 540% | nla | KAIKONDRAHALLI; Bengaluru; Karnataka 560035, IN | BLOOMINGDALE LAYOUT, OPPOSITE QUETZEL, | nla | nla | nla | nla | nla"
1,153,6866.358695652174,46,"ave | Khide | NewStore | Jul 28, 2025 12.:57 PM | specializing in omnichannel solutions for_ | NewStore | retal | Itechnology provider | newstore.com | 201-500 | 207 | United States | (USA) | Massachusetts | Boston | newstore-inc | Load contacts | ntacts | Venture Capital | 2015 | 155.4 | Jul [ | 2021 | Series | Activant Capital | Corporate | EnjoyVenture | highstreetmobile.c | nja | nla | ~2% | -6% | 6 % | -9% | 9% | -11% | -21% | 22% | 38% | -19% | 60 South Street; Suite 910; Boston, MA 02111, US | nla | nla | nla | nla | nla"
1,154,6911.777777777777,45,"save | Khide | Djust | Jul 28, 2025 12.:57 PM | DJUST is | offers | unified platform for businesses to_ | BZB eCommerce provider that | djust.io | 51-200 | France | ile-De- | -France | Paris | djust | Load contacts | ntacts | Venture Capital | 2020 | 17.7 | 12.9 | Jun 11, 2023 | Series | Elaia | nja | New Enterprise A: | nja | nla | nja | nla | -6% | -10% | -9% | 9% | 25% | 110% | 490% | 2,850% | 3% | 10, Rue Henner; Paris, Ile-de-France 75009,FR | nla | nla | nla | nla | nla"
1,155,6956.761363636364,44,"save | Khide | Wandelbots | Jul 28, 2025 12.57 PM | that specializes in | Wandelbots | robotics software company | providing innovative: | wandelbots com | 51-200 | 115 | Germany | Saxony | Dresden | wandelbots | Load contacts | ntacts | Private Equity | 2017 | 122.2 | 84 | Jan 24, 2022 | Series | 83north | nja | SquareOne Ventur | nja | nla | nja | nla | 0% | 3% | 9% | -21% | -17% | 13% | 88 % | ~52% | RayskistraBe 25; Dresden, Saxony 01219, DE | nla | nla | nla | nla | nla"
1,156,7001.521276595745,47,"save | Khide | LeadIQ | Jul 28, 2025 12.:57 PM | Leadlq | provides | platform for B2B prospecting: It _ | sales | technology company that | leadiq com | 51-200 | 129 | United States | (USA) | California | San Francisco | leadiq-inc | Load contacts | ntacts | Venture Capital | 2015 | 30 | Sep 30, 2021 | Series | Deep Tech Fund (an Alumn | nja | strongvc com | nja | nla | nja | nla | -0% | -0% | ~5% | 5% | -12% | -31% | 5% | 50% | nla | 548 Market Street; PMB 20371; San Francisco, California 94104, | US | nla | nla | nla | nla | nla"
1,157,7046.5952380952385,42,"Khide | Walnut | Jul 28, 2025 12.:57 PM | Walnut is a software company that specializes | in interactive demo solutions for sales and. | walnut.io | 51-200 | 107 | United States | (USA) | New York | New York | teamwalnut | Load contacts | ntacts | Venture Capital | 2020 | Jan 17, 2022 | Series | ACapital Ventures | Other Financial | Sponsor | ACapital Ventures | nja | nla | nja | nla | 10% | ~2% | -2% | 4% | 30% | 37% | 268 % | nla | -27% | 950 &th Ave; New York; 10001,US | nla | nla | nla | nla | nla"
1,158,7091.841463414634,41,"save | Chide | Jow | Jul 28, 2025 12.:57 PM | Jow is a grocery delivery and meal planning | ~service that helps consumers streamline the_ | jow fr | 51-200 | 155 | France | ile-De-France | Paris | shop-jow | Load contacts | ntacts | Private Equity | 2017 | 40.6 | Feb 7, 2024 | Series | Eurazeo | nja | Kima Ventures | nja | nla | nja | nla | 2% | 13% | 28% | 59% | 146% | nla | nja | nla | 61, Rue du Faubourg Saint-Denis; Paris, Ile-de-France 75010, FR | nla | nla | nla | nla | nla"
1,159,7136.445652173913,46,"ave | Khide | Staffinc Group | Jul 28, 2025 12.57 PM | Staffinc | specializes in labor supply ad HR services_ | an outsourcing company that | staffinc co | 51-200 | 336 | Indonesia | Jakarta | Jakarta | staffinc-group | Load contacts | ntacts | Venture Capital | 2018 | 3.9 | 3.9 | Aug 31, 2023 | Series | Access Ventures | nja | Altara Ventures | nja | nla | nja | 24 | nla | 12% | 28% | 92% | 166 % | nla | nla | nja | nla | Kuningan Timur; Kecamatan Setiabudi; Jakarta, DKI Jakarta. | Cyber = | Tower; JI H.R Rasuna Said No.13, RT.ZIRW.2, Kuningan, | nla | nla | nla | nla | nla"
1,160,7181.53488372093,43,"save | Chide | Oto | Jul 28, 2025 12.:57 PM | specializing in eCommerce delivery _ | OTO is | white-collar service company | tryoto.com | 51-200 | 253 | United States | (USA) | Arkansas | Mena | 'liverfaster | Load contacts | ntacts | Venture Capital | 2019 | Jul 21, 2024 | Series | Iliad Partners | nja | programs.500.co | nja | nla | nja | 23 | nla | 2% | 10% | 58 % | 136 % | nla | nla | nja | nla | MENA | Turkey, SA | nla | nla | nla | nla"
1,161,7226.6375,40,"ave | Khide | NextBillion.a | Jul 28, 2025 12.57 PM | specializing in logistics and route optimizati_ | NextBillion.ai is a software company | nextbillion.ai | 51-200 | Singapore | nla | Singapore | extbillion-ai | Load contacts | ntacts | Venture Capital | 2020 | 37.3 | Sep 21, 2022 | Series | Microsoft Accelerator | nja | Mirae Assets | nja | nla | nja | nla | -10% | -10% | -16% | -23% | -13% | 23% | 97% | 25% | Straits Vw; Marina South, Singapore 018978, SG | nla | nja | nja | nja | nja"
1,162,7271.351063829788,47,"save | Khide | CRYDD Supply Chain | System | Logistics Operating | Jul 28, 2025 12.57 PM | specializing in supply chain solutions. They__ | Grydd | logistics software provider | grydd.com | 51-200 | United States | (USA) | Washington | Seattle | giydd | Load contacts | ntacts | Venture Capital | 2018 | 0.9 | nja | Jun 30,2024 | Series | BDev Ventures | nja | newchip com | nja | nla | nja | nla | -9% | -6% | 6 % | -6% | 6 % | -17% | 16 % | 93% | 480% | nla | 2815 Elliott Ave; 10O; Seattle, Washington 98121, US | nla | nla | nla | nla | nla"
1,163,7315.641304347826,46,"save | Khide | Insite Al | Jul 28, 2025 12.57 PM | specializing in advanced analytics ad_ | Insite Al is an | solutions provider | insite.ai | 51-200 | United States | (USA) | Arkansas | Bentonville | insite-ai | Load contacts | ntacts | Venture Capital | 2019 | 20.3 | Oct 10, 2022 | Series | AIM | Angel Investors Marll | nla | AIM | Angel Invesi | nla | nla | nla | nla | 3% | 8% | 8 % | -4% | 4% | 1% | 116 % | 8 % | 318% | nla | Bentonville, Arkansas 72712, US | nla | nla | nla | nla | nla"
1,164,7361.690476190476,42,"save | hide | Hicx | Jul 28, 2025 12.57 PM | provider that | HICX is a supplier management software | specializes | enhancing-_ | hicx com | 51-200 | United Kingdom | (UK) | England | London | hicx | Load contacts | ntacts | Venture Capital | 2004 | Sep 14, 2022 | Series | Wavecrest Growth Partner: | nla | Wavecrest Growth | nla | nla | nla | nla | 2% | -4% | -14% | 4% | 37% | 63% | 210% | 39% | Surrey Quays; 505; London; London SE8 SEN, GB | nla | nla | nla | nla | nla"
1,165,7405.678571428572,42,"Khide | PlatformE | Jul 28, 2025 12.57 PM | that offers the RIPE SDK, enabling business. | Platforme | software development company | platforme.com | 11-50 | Portugal | Porto | Porto | platforme - | international | Load contacts | ntacts | Venture Capital | 2016 | 16.6 | Oct 27, 2019 | Series | nla | Corporate | pmeinvestimentos | Catalyst Capital | nla | nla | nla | ~5% | 5% | ~15% | -15% | 5% | 4% | 11% | 31% | nla | Rua Sa da Bandeira; 605; Porto, Porto 4000-437, PT | nla | nla | nla | nla | nla"
1,166,7451.309523809524,42,"Khide | QueueBuster POS | Jul 28, 2025 12.57 PM | offers | QueueBuster is a technology company that | comprehensive point-of-sale (POS)__ | queuebuster co | 51-200 | 104 | India | Uttar Pradesh | Noida | queuebuster-co | Load contacts | ntacts | Venture Capital | 2015 | Jun 12, 2022 | Series | Chiratae Ventures | nla | DMI AIF - The Spa | nla | nla | nla | nla | 41% | -0% | 0% | 6 % | 11% | nla | nfa | nla | nla | 401, 4th Floor; Pegasus One Tower; Plot no. A-10, Sector 68; | Noida, Uttar Pradesh 201307, IN | nla | nla | nla | nla | nla"
1,167,7495.510869565217,46,"ave | (hide | Sales Layer | Jul 28, 2025 12.57 PM | Sales Layer = | specializes in Product Information. | software company that | saleslayer com | 51-200 | Spain | Community | Valencian | Valencia | ~seiles-layer | Load contacts | ntacts | Venture Capital | Venture | Capital | 2013 | 30.4 | Jun 17, 2022 | Series | PeakSpan Capita | nla | Swanlaab Venture | nla | nla | nla | nla | 2% | 2% | 4% | 16 % | 12% | 76% | 185 % | -26% | Alvaro de Bazan, 10, Pasaje de | Valencia 46010,ES | Luz; Planta 82; Valencia, | nla | nla | nla | nla | nla"
1,168,7540.908163265306,49,"(hide | Miro | Jul 28, 2025 12.57 PM | Miro | offers | digital platform designed for remote | collaboration software provider that | miro_ | Lcom | 1,001-5,000 | 2,789 | United States | (USA) | California | San Francisco | mirohq | Load contacts | ntacts | Venture Capital | 2011 | 476.3 | 400 | Jan | 2022 | Series | Accel | Corporate | AltalR Capital | Around | cardir | nla | 307 | nla | ~1% | ~2% | 2% | -0% | 0% | 15% | 54% | 185 % | 715 % | -8% | 535 Mission St; San Francisco, California 94105, US | nla | nla | nla | nla | nla"
1,169,7585.977777777778,45,"Khide | BeyondTrucks | Jul 28, 2025 12.57 PM | BeyondTrucks is | specializes in | providing transportation . | software company that | beyondtrucks com | 51-200 | United States | (USA) | California | San Francisco | halulistix | Load contacts | ntacts | Venture Capital | Venture | Capital | 2019 | nla | Sep 29, 2024 | Series | Deep Tech Fund (an Alumn | nla | Pear VC | imo.! | nla | nla | nla | nla | 10% | 29% | 55% | 82% | 287% | nla | nla | -59% | 1 Ferry Bldg;; Suite 201; San Francisco, California 94111, US | nla | nla | nla | nla | nla"
1,170,7630.732558139535,43,"(hide | Osaro | Jul 28, 2025 12.57 PM | warehouse automation solutions: They_ | OSARO | robotics company specializing in | ~Osaro | com | 51-200 | United States | (USA) | California | San Francisco | ~oxiaroinc | Load contacts | ntacts | Private Equity | 2015 | 96.3 | Aug 17, 2021 | Series | AAF Management Ltd: | nla | Comcast Ventures | nla | nla | nla | nla | 41% | 11% | 8% | 8 % | 16 % | 8 % | 16 % | 42% | ~2% | 500 Third Street; San Francisco, CALIFORNIA 94107, US | nla | nla | nla | nla | nla"
1,171,7675.722222222223,45,"Cave | hide | SourceDay | Jul 28, 2025 12.57 PM | SourceDay | company that offers software solutions for__ | supply chain management | sourceday com | 51-200 | United States | (USA) | Texas | Austin | sciurceday-com | Load contacts | ntacts | Venture Capital | Venture | Capital | 2013 | 57.6 | 31.5 | Feb 14, 2022 | Series | Deep Tech Fund (an Alumn | nla | ATX Venture Partn | nla | nla | nla | nla | -12% | -17% | -20% | -35% | -33% | 2% | 4% | -23% | 9737 Great Hills Trail; Suite 10O; Austin; Texas 78759,US | nla | nla | nla | nla | nla"
1,172,7720.916666666667,42,"Khide | Survicate | Jul 28, 2025 12.57 PM | Survicate is | offers tools for collecting and analyzing__. | survey software provider that | survicate.com | 51-200 | United States | (USA) | nla | nla | ~suirvicate | Load contacts | ntacts | Private Equity | 2013 | 3.5 | 2.4 | Jul 19, 2021 | Series | Airbridge Equity Partners | nla | SpeedUp Venture | nla | nla | nla | nla | 5% | 5% | 7% | 3% | 33% | 115% | 100% | ~4% | ulica Przyrynek 14; Warsaw; MA 00-219, PL | nla | nla | nla | nla | nla"
1,173,7765.641304347826,46,"Khide | osapiens | ~ul 28 | 2025 12.57 PM | osapiens | ~solutions t0 help businesses comply with _. | company that provides ESG | osapiens com | ""201-500 | 468 | Germany | Baden - | Wurttemberg | Mannheim | oxiapiens | Load contacts | ntacts | Private Equity | 2018 | 147.2 | 119.8 | Jul 28, 2024 | Series | Armira | Corporate | gsam com | Arr | certirex com | nla | nla | 8% | 22% | 83% | 254% | 588% | 1,131% | 1,934% | 19% | Julius-Hatry-StraBe | DE | Mannheim, Baden-Wirttemberg 68163, | nla | nla | nla | nla | nla"
1,174,7810.931818181818,44,"Cave | (hide | Qoyod | Jo | Jul 28, 2025 12.57 PM | offers cloud-based solutions for businesses. | Qoyod | an accounting software provider that | qoyod.com | 51-200 | 249 | Saudi Arabia | Riyadh | Riyadh | wwyod- | 7d9282%d9%8a.. | Load contacts | ntacts | Sponsor | Other Financial | 2016 | Dec 28, 2020 | Series | Merak Capital | nla | Arzan Venture Car | nla | nla | nla | 20 | nla | 5% | 13% | 19% | 76% | nla | 492% | 896% | -11% | Riyadh; SA | nla | nla | nla | nla"
1,175,7855.662790697675,43,"Khide | Katana Cloud Inventory | Jul 28, 2025 12.57 PM | Katana | cloud inventory management solutions: | software company that provides | katanamrp: | com | 51-200 | 126 | Estonia | Harju | Tallinn | Itanamrp | Load contacts | ntacts | Private Equity | 2017 | Oct 11, 2022 | Series | 42cap | nla | Startup Wise Guy: | nla | nla | nla | nla | -13% | -16% | -16 % | -16% | -16 % | -18% | 8 % | 137% | 447% | -18% | Staapli 12; 13; Tallinn, Harju 10415, EE | nla | nla | nja | nja | nja"
1,176,7901.085106382979,47,"save | Khide | Blaze@ | Jul 28, 2025 12.57 PM | BLAZE is | offers | comprehensive suite of solutions fo_ | cannabis software provider that | blaze me | 51-200 | United States | (USA) | California | Anaheim | gublaze | Load contacts | ntacts | Venture | Venture Capital | Capital | 2017 | 9.5 | Mar 30, 2021 | Series | Act One Ventures | Corporate | Delta Emerald Ven | Greenline, | BLAZ | nla | nla | nla | ~2% | 2% | -19% | -23% | 29% | 170% | 342% | ~15% | 155 | Riverview Dr; STE 304; Anaheim; California 92808, US | nla | nla | nla | nla | nla"
1,177,7945.880952380952,42,"Khide | Rhim Ewrrtra& | Jul 28, 2025 12.57 PM | specializes in e-commerce solutions. The_ | Kuaidi1oo | logistics service provider that | kuaidi1oo.com | ""201-500 | China | Guangdong | Shenzhen | %e6%b7%b1%e5_ | Load contacts | ntacts | Venture Capital | 2015 | 5.8 | Mar 23, 2017 | Series | nla | nla | nla | nla | nla | nla | nla | nla | nla | nfa | 20% | nla | -40% | nla | 100% | ~21% | Rhimmarranbie-318AM2013(A #tRtimmausw | #TR4J); Rtim,r$A 518000,CN | nla | nla | nla | nla | nla"
1,178,7991.273809523809,42,"Beroe Inc | Jul 28, 2025 12.57 PM | Beroe is a procurement intelligence provider | that offers Al-powered solutions to help. | beroeinc com | 501-1,000 | 796 | United States | (USA) | North Carolina | Raleigh | buroe-inc | Load contacts | ntacts | Private Equity | 2006 | May | 2016 | Series | Access Asset Managers Pr | Corporate | Access Asset Mar | nnamu | Forest | nla | 84 | nla | 1% | 4% | 10% | 24% | 35% | 47% | 56 % | -15% | 1017 Main Campus Drive, Centennial Campus ; Raleigh, NC | 27606, US | nla | nla | nla | nla | nla"
1,179,8035.884615384615,39,"{Kz | Jul 28, 2025 12.57 PM | Huoban | specializes in providing digital solutions for__ | software company that | huoban com | 501-1,000 | China | Beijing | Beijing | %e4%bc%/99%e4_ | Load contacts | ntacts | Private Equity | 2012 | 97.9 | Dec 15, 2021 | Series | Engage Capital | nla | trustbridgepartner | nla | nla | nla | nla | 6% | 9% | nla | 5% | 6% | nla | nla | ~27% | shangdisanjie; haidian; Beijing, beijing; CN | nla | nla | nla | nla | nla"
1,180,8081.034090909091,44,"ave | Khide | Tuyen dung Sapo | Jul 28, 2025 12.57 PM | Sapo Technology JSC | that provides comprehensive sales: | software company | sapo.vn | 501-1,000 | 348 | Vietnam | Hanoi | Hanoi | ~Stipo-vn | Load contacts | ntacts | Venture | Venture Capital | Capital | 2008 | nla | May 14, 2020 | Series | Smilegate Investment | nla | () #tin-I- | nla | nla | nla | nla | ~0% | 0% | 0% | ~1% | 110% | 165 % | 461% | -13% | 266 Doi Can street; Ladeco Building; Hanoi, Vietnam 100OO, VN | nla | nla | nla | nla | nla"
1,181,8125.788888888889,45,"Scoutbee | ~ul 28 | 2025 12.57 PM | Scoutbee is | ~company that offers Al-powered solutions f_. | procurement technology | scoutbee com | 11-50 | United States | (USA) | California | San Francisco | scoutbee | Load contacts | ntacts | Venture | Venture Capital | Capital | 2015 | Jan 19, 2020 | Series | 42cap | nla | Lakestar | HV ( | nla | nla | nla | nla | ~22% | -26% | -35% | 35% | -39% | ~56% | -64% | -58% | nla | San Francisco | CA 94133, US | nla | nla | nla | nla | nla"
